t		y
0.00000e+000	1.00000e+000
1.00000e-003	1.00000e+000
2.00000e-003	1.00000e+000
3.00000e-003	1.00000e+000
4.00000e-003	1.00000e+000
5.00000e-003	1.00000e+000
6.00000e-003	1.00000e+000
7.00000e-003	1.00000e+000
8.00000e-003	1.00000e+000
9.00000e-003	1.00000e+000
1.00000e-002	1.00000e+000
1.10000e-002	1.00000e+000
1.20000e-002	1.00000e+000
1.30000e-002	1.00000e+000
1.40000e-002	1.00000e+000
1.50000e-002	1.00000e+000
1.60000e-002	1.00000e+000
1.70000e-002	1.00000e+000
1.80000e-002	1.00000e+000
1.90000e-002	1.00000e+000
2.00000e-002	1.00000e+000
2.10000e-002	1.00000e+000
2.20000e-002	1.00000e+000
2.30000e-002	1.00000e+000
2.40000e-002	1.00000e+000
2.50000e-002	1.00001e+000
2.60000e-002	1.00001e+000
2.70000e-002	1.00001e+000
2.80000e-002	1.00001e+000
2.90000e-002	1.00001e+000
3.00000e-002	1.00001e+000
3.10000e-002	1.00001e+000
3.20000e-002	1.00001e+000
3.30000e-002	1.00001e+000
3.40000e-002	1.00001e+000
3.50000e-002	1.00001e+000
3.60000e-002	1.00002e+000
3.70000e-002	1.00002e+000
3.80000e-002	1.00002e+000
3.90000e-002	1.00002e+000
4.00000e-002	1.00002e+000
4.10000e-002	1.00002e+000
4.20000e-002	1.00002e+000
4.30000e-002	1.00003e+000
4.40000e-002	1.00003e+000
4.50000e-002	1.00003e+000
4.60000e-002	1.00003e+000
4.70000e-002	1.00003e+000
4.80000e-002	1.00004e+000
4.90000e-002	1.00004e+000
5.00000e-002	1.00004e+000
5.10000e-002	1.00004e+000
5.20000e-002	1.00005e+000
5.30000e-002	1.00005e+000
5.40000e-002	1.00005e+000
5.50000e-002	1.00006e+000
5.60000e-002	1.00006e+000
5.70000e-002	1.00006e+000
5.80000e-002	1.00007e+000
5.90000e-002	1.00007e+000
6.00000e-002	1.00007e+000
6.10000e-002	1.00008e+000
6.20000e-002	1.00008e+000
6.30000e-002	1.00008e+000
6.40000e-002	1.00009e+000
6.50000e-002	1.00009e+000
6.60000e-002	1.00010e+000
6.70000e-002	1.00010e+000
6.80000e-002	1.00010e+000
6.90000e-002	1.00011e+000
7.00000e-002	1.00011e+000
7.10000e-002	1.00012e+000
7.20000e-002	1.00012e+000
7.30000e-002	1.00013e+000
7.40000e-002	1.00014e+000
7.50000e-002	1.00014e+000
7.60000e-002	1.00015e+000
7.70000e-002	1.00015e+000
7.80000e-002	1.00016e+000
7.90000e-002	1.00016e+000
8.00000e-002	1.00017e+000
8.10000e-002	1.00018e+000
8.20000e-002	1.00018e+000
8.30000e-002	1.00019e+000
8.40000e-002	1.00020e+000
8.50000e-002	1.00020e+000
8.60000e-002	1.00021e+000
8.70000e-002	1.00022e+000
8.80000e-002	1.00023e+000
8.90000e-002	1.00023e+000
9.00000e-002	1.00024e+000
9.10000e-002	1.00025e+000
9.20000e-002	1.00026e+000
9.30000e-002	1.00027e+000
9.40000e-002	1.00028e+000
9.50000e-002	1.00029e+000
9.60000e-002	1.00029e+000
9.70000e-002	1.00030e+000
9.80000e-002	1.00031e+000
9.90000e-002	1.00032e+000
1.00000e-001	1.00033e+000
1.01000e-001	1.00034e+000
1.02000e-001	1.00035e+000
1.03000e-001	1.00036e+000
1.04000e-001	1.00037e+000
1.05000e-001	1.00039e+000
1.06000e-001	1.00040e+000
1.07000e-001	1.00041e+000
1.08000e-001	1.00042e+000
1.09000e-001	1.00043e+000
1.10000e-001	1.00044e+000
1.11000e-001	1.00046e+000
1.12000e-001	1.00047e+000
1.13000e-001	1.00048e+000
1.14000e-001	1.00049e+000
1.15000e-001	1.00051e+000
1.16000e-001	1.00052e+000
1.17000e-001	1.00053e+000
1.18000e-001	1.00055e+000
1.19000e-001	1.00056e+000
1.20000e-001	1.00058e+000
1.21000e-001	1.00059e+000
1.22000e-001	1.00060e+000
1.23000e-001	1.00062e+000
1.24000e-001	1.00063e+000
1.25000e-001	1.00065e+000
1.26000e-001	1.00067e+000
1.27000e-001	1.00068e+000
1.28000e-001	1.00070e+000
1.29000e-001	1.00071e+000
1.30000e-001	1.00073e+000
1.31000e-001	1.00075e+000
1.32000e-001	1.00077e+000
1.33000e-001	1.00078e+000
1.34000e-001	1.00080e+000
1.35000e-001	1.00082e+000
1.36000e-001	1.00084e+000
1.37000e-001	1.00086e+000
1.38000e-001	1.00087e+000
1.39000e-001	1.00089e+000
1.40000e-001	1.00091e+000
1.41000e-001	1.00093e+000
1.42000e-001	1.00095e+000
1.43000e-001	1.00097e+000
1.44000e-001	1.00099e+000
1.45000e-001	1.00101e+000
1.46000e-001	1.00104e+000
1.47000e-001	1.00106e+000
1.48000e-001	1.00108e+000
1.49000e-001	1.00110e+000
1.50000e-001	1.00112e+000
1.51000e-001	1.00115e+000
1.52000e-001	1.00117e+000
1.53000e-001	1.00119e+000
1.54000e-001	1.00122e+000
1.55000e-001	1.00124e+000
1.56000e-001	1.00126e+000
1.57000e-001	1.00129e+000
1.58000e-001	1.00131e+000
1.59000e-001	1.00134e+000
1.60000e-001	1.00136e+000
1.61000e-001	1.00139e+000
1.62000e-001	1.00141e+000
1.63000e-001	1.00144e+000
1.64000e-001	1.00147e+000
1.65000e-001	1.00149e+000
1.66000e-001	1.00152e+000
1.67000e-001	1.00155e+000
1.68000e-001	1.00158e+000
1.69000e-001	1.00161e+000
1.70000e-001	1.00163e+000
1.71000e-001	1.00166e+000
1.72000e-001	1.00169e+000
1.73000e-001	1.00172e+000
1.74000e-001	1.00175e+000
1.75000e-001	1.00178e+000
1.76000e-001	1.00181e+000
1.77000e-001	1.00184e+000
1.78000e-001	1.00188e+000
1.79000e-001	1.00191e+000
1.80000e-001	1.00194e+000
1.81000e-001	1.00197e+000
1.82000e-001	1.00200e+000
1.83000e-001	1.00204e+000
1.84000e-001	1.00207e+000
1.85000e-001	1.00211e+000
1.86000e-001	1.00214e+000
1.87000e-001	1.00217e+000
1.88000e-001	1.00221e+000
1.89000e-001	1.00224e+000
1.90000e-001	1.00228e+000
1.91000e-001	1.00232e+000
1.92000e-001	1.00235e+000
1.93000e-001	1.00239e+000
1.94000e-001	1.00243e+000
1.95000e-001	1.00247e+000
1.96000e-001	1.00250e+000
1.97000e-001	1.00254e+000
1.98000e-001	1.00258e+000
1.99000e-001	1.00262e+000
2.00000e-001	1.00266e+000
2.01000e-001	1.00270e+000
2.02000e-001	1.00274e+000
2.03000e-001	1.00278e+000
2.04000e-001	1.00282e+000
2.05000e-001	1.00286e+000
2.06000e-001	1.00291e+000
2.07000e-001	1.00295e+000
2.08000e-001	1.00299e+000
2.09000e-001	1.00303e+000
2.10000e-001	1.00308e+000
2.11000e-001	1.00312e+000
2.12000e-001	1.00317e+000
2.13000e-001	1.00321e+000
2.14000e-001	1.00326e+000
2.15000e-001	1.00330e+000
2.16000e-001	1.00335e+000
2.17000e-001	1.00340e+000
2.18000e-001	1.00344e+000
2.19000e-001	1.00349e+000
2.20000e-001	1.00354e+000
2.21000e-001	1.00359e+000
2.22000e-001	1.00364e+000
2.23000e-001	1.00368e+000
2.24000e-001	1.00373e+000
2.25000e-001	1.00378e+000
2.26000e-001	1.00384e+000
2.27000e-001	1.00389e+000
2.28000e-001	1.00394e+000
2.29000e-001	1.00399e+000
2.30000e-001	1.00404e+000
2.31000e-001	1.00410e+000
2.32000e-001	1.00415e+000
2.33000e-001	1.00420e+000
2.34000e-001	1.00426e+000
2.35000e-001	1.00431e+000
2.36000e-001	1.00437e+000
2.37000e-001	1.00442e+000
2.38000e-001	1.00448e+000
2.39000e-001	1.00453e+000
2.40000e-001	1.00459e+000
2.41000e-001	1.00465e+000
2.42000e-001	1.00471e+000
2.43000e-001	1.00477e+000
2.44000e-001	1.00482e+000
2.45000e-001	1.00488e+000
2.46000e-001	1.00494e+000
2.47000e-001	1.00500e+000
2.48000e-001	1.00507e+000
2.49000e-001	1.00513e+000
2.50000e-001	1.00519e+000
2.51000e-001	1.00525e+000
2.52000e-001	1.00531e+000
2.53000e-001	1.00538e+000
2.54000e-001	1.00544e+000
2.55000e-001	1.00551e+000
2.56000e-001	1.00557e+000
2.57000e-001	1.00564e+000
2.58000e-001	1.00570e+000
2.59000e-001	1.00577e+000
2.60000e-001	1.00584e+000
2.61000e-001	1.00590e+000
2.62000e-001	1.00597e+000
2.63000e-001	1.00604e+000
2.64000e-001	1.00611e+000
2.65000e-001	1.00618e+000
2.66000e-001	1.00625e+000
2.67000e-001	1.00632e+000
2.68000e-001	1.00639e+000
2.69000e-001	1.00646e+000
2.70000e-001	1.00653e+000
2.71000e-001	1.00661e+000
2.72000e-001	1.00668e+000
2.73000e-001	1.00675e+000
2.74000e-001	1.00683e+000
2.75000e-001	1.00690e+000
2.76000e-001	1.00698e+000
2.77000e-001	1.00705e+000
2.78000e-001	1.00713e+000
2.79000e-001	1.00721e+000
2.80000e-001	1.00729e+000
2.81000e-001	1.00736e+000
2.82000e-001	1.00744e+000
2.83000e-001	1.00752e+000
2.84000e-001	1.00760e+000
2.85000e-001	1.00768e+000
2.86000e-001	1.00776e+000
2.87000e-001	1.00785e+000
2.88000e-001	1.00793e+000
2.89000e-001	1.00801e+000
2.90000e-001	1.00809e+000
2.91000e-001	1.00818e+000
2.92000e-001	1.00826e+000
2.93000e-001	1.00835e+000
2.94000e-001	1.00843e+000
2.95000e-001	1.00852e+000
2.96000e-001	1.00861e+000
2.97000e-001	1.00869e+000
2.98000e-001	1.00878e+000
2.99000e-001	1.00887e+000
3.00000e-001	1.00896e+000
3.01000e-001	1.00905e+000
3.02000e-001	1.00914e+000
3.03000e-001	1.00923e+000
3.04000e-001	1.00932e+000
3.05000e-001	1.00941e+000
3.06000e-001	1.00951e+000
3.07000e-001	1.00960e+000
3.08000e-001	1.00969e+000
3.09000e-001	1.00979e+000
3.10000e-001	1.00988e+000
3.11000e-001	1.00998e+000
3.12000e-001	1.01007e+000
3.13000e-001	1.01017e+000
3.14000e-001	1.01027e+000
3.15000e-001	1.01037e+000
3.16000e-001	1.01047e+000
3.17000e-001	1.01057e+000
3.18000e-001	1.01067e+000
3.19000e-001	1.01077e+000
3.20000e-001	1.01087e+000
3.21000e-001	1.01097e+000
3.22000e-001	1.01107e+000
3.23000e-001	1.01118e+000
3.24000e-001	1.01128e+000
3.25000e-001	1.01138e+000
3.26000e-001	1.01149e+000
3.27000e-001	1.01160e+000
3.28000e-001	1.01170e+000
3.29000e-001	1.01181e+000
3.30000e-001	1.01192e+000
3.31000e-001	1.01203e+000
3.32000e-001	1.01214e+000
3.33000e-001	1.01225e+000
3.34000e-001	1.01236e+000
3.35000e-001	1.01247e+000
3.36000e-001	1.01258e+000
3.37000e-001	1.01269e+000
3.38000e-001	1.01280e+000
3.39000e-001	1.01292e+000
3.40000e-001	1.01303e+000
3.41000e-001	1.01315e+000
3.42000e-001	1.01326e+000
3.43000e-001	1.01338e+000
3.44000e-001	1.01350e+000
3.45000e-001	1.01361e+000
3.46000e-001	1.01373e+000
3.47000e-001	1.01385e+000
3.48000e-001	1.01397e+000
3.49000e-001	1.01409e+000
3.50000e-001	1.01421e+000
3.51000e-001	1.01434e+000
3.52000e-001	1.01446e+000
3.53000e-001	1.01458e+000
3.54000e-001	1.01471e+000
3.55000e-001	1.01483e+000
3.56000e-001	1.01496e+000
3.57000e-001	1.01508e+000
3.58000e-001	1.01521e+000
3.59000e-001	1.01534e+000
3.60000e-001	1.01547e+000
3.61000e-001	1.01559e+000
3.62000e-001	1.01572e+000
3.63000e-001	1.01586e+000
3.64000e-001	1.01599e+000
3.65000e-001	1.01612e+000
3.66000e-001	1.01625e+000
3.67000e-001	1.01638e+000
3.68000e-001	1.01652e+000
3.69000e-001	1.01665e+000
3.70000e-001	1.01679e+000
3.71000e-001	1.01693e+000
3.72000e-001	1.01706e+000
3.73000e-001	1.01720e+000
3.74000e-001	1.01734e+000
3.75000e-001	1.01748e+000
